7680,-27.40776,
15360,-24.016846,
23040,-21.315895,
30720,-15.574474,
38400,-11.404758,
46080,-13.783089,
53760,-16.83655,
61440,-15.965923,
69120,-16.315022,
76800,-8.008309,
7680,-34.221916,
15360,-23.239845,
23040,-22.880152,
30720,-14.334271,
38400,-13.651627,
46080,-12.655017,
53760,-15.995388,
61440,-16.785944,
69120,-16.765545,
76800,-7.429872,
84480,-20.22466,
92160,-10.65055,
99840,-6.2670007,
